project_code,project_name,agency,ministry,sector,state,app_date,start_date,target_doc,revised_doc,orig_cost,rev_cost,expenditure,progress,report_month,report_date,delay_months,cost_overrun_pct,cost_growth,financial_progress_pct,progress_gap,time_elapsed_months,planned_duration_months,time_utilization_pct,progress_velocity,expenditure_velocity,delay_slippage,risk_level,history_json,is_anomaly,anomaly_score
615843,TETARIAKHAR OC,CCL - CIL,Ministry of Coal,Coal,Jharkhand,11/2019,11/2019,03/2025,03/2027,232.64,232.64,50.82,30.06,July,2026-07-01,24,0.0,0.0,21.8449105914718,-8.215089408528197,80.0,64.0,125.0,-0.4,0.0,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 31.27, ""expenditure"": 50.82}, {""month"": ""May 2026"", ""progress"": 29.9, ""expenditure"": 50.82}, {""month"": ""June 2026"", ""progress"": 30.06, ""expenditure"": 50.82}, {""month"": ""July 2026"", ""progress"": 30.06, ""expenditure"": 50.82}]",0,0.1721
616225,CHUPERBHITA SIMLONG OCP MDO 6,ECL - CIL,Ministry of Coal,Coal,Jharkhand,12/2023,12/2023,03/2037,-,979.08,979.08,0.0,0.05,July,2026-07-01,0,0.0,0.0,0.0,-0.05,31.0,159.0,19.49685534591195,0.0,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 0.05, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 0.05, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 0.05, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 0.05, ""expenditure"": 0.0}]",0,0.1655
616236,JARANGDIH EXPN. OCP 1.5 MTY,CCL - CIL,Ministry of Coal,Coal,Jharkhand,02/2020,02/2020,03/2029,-,372.06,372.06,85.6,32.99,July,2026-07-01,0,0.0,0.0,23.0070418749664,-9.9829581250336,77.0,109.0,70.64220183486239,-0.4,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 34.18, ""expenditure"": 85.6}, {""month"": ""May 2026"", ""progress"": 32.62, ""expenditure"": 85.6}, {""month"": ""June 2026"", ""progress"": 32.83, ""expenditure"": 85.6}, {""month"": ""July 2026"", ""progress"": 32.99, ""expenditure"": 85.6}]",0,0.1743
616253,BLOCK E OCP,BCCL - CIL,Ministry of Coal,Coal,Jharkhand,03/2024,03/2024,03/2029,-,5850.83,5850.83,20.32,4.18,July,2026-07-01,0,0.0,0.0,0.3473011521442257,-3.832698847855774,28.0,60.0,46.66666666666666,0.0,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 4.17, ""expenditure"": 20.32}, {""month"": ""May 2026"", ""progress"": 4.18, ""expenditure"": 20.32}, {""month"": ""June 2026"", ""progress"": 4.18, ""expenditure"": 20.32}, {""month"": ""July 2026"", ""progress"": 4.18, ""expenditure"": 20.32}]",0,0.1834
617416,"Revised Jharia Master Plan for Dealing with Fire, Subsidence & Rehabilitation of affected families in Jharia Coalfield- Reg.",Bharat Coking Coal Limited [BCCL],Ministry of Coal,Coal,Jharkhand,06/2025,07/2025,12/2028,-,5940.47,5940.47,520.75,34.0,July,2026-07-01,0,0.0,0.0,8.766141399586228,-25.23385860041377,12.0,41.0,29.268292682926827,2.67,85.97,0,LOW,"[{""month"": ""April 2026"", ""progress"": 26.0, ""expenditure"": 262.83}, {""month"": ""May 2026"", ""progress"": 28.0, ""expenditure"": 274.27}, {""month"": ""June 2026"", ""progress"": 31.0, ""expenditure"": 327.78}, {""month"": ""July 2026"", ""progress"": 34.0, ""expenditure"": 520.75}]",0,0.1369
617764,North Dhadu Western Part OCP,NLC India Limited [NLCIL],Ministry of Coal,Coal,Jharkhand,10/2023,12/2023,03/2029,-,1354.2,1354.2,233.77,40.0,July,2026-07-01,0,0.0,0.0,17.26259045931177,-22.73740954068823,31.0,63.0,49.2063492063492,0.0,30.6,0,LOW,"[{""month"": ""April 2026"", ""progress"": 40.0, ""expenditure"": 141.98}, {""month"": ""May 2026"", ""progress"": 40.0, ""expenditure"": 227.34}, {""month"": ""June 2026"", ""progress"": 40.0, ""expenditure"": 228.36}, {""month"": ""July 2026"", ""progress"": 40.0, ""expenditure"": 233.77}]",0,0.1742
400148,AMADAND OCP[4.0MTY],SECL - CIL,Ministry of Coal,Coal,Madhya Pradesh,03/2016,03/2016,03/2021,03/2027,869.44,869.44,325.09,75.15,July,2026-07-01,72,0.0,0.0,37.39073426573426,-37.75926573426575,124.0,60.0,206.66666666666669,0.0,-0.1,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 75.15, ""expenditure"": 325.4}, {""month"": ""May 2026"", ""progress"": 75.15, ""expenditure"": 325.4}, {""month"": ""June 2026"", ""progress"": 75.15, ""expenditure"": 324.92}, {""month"": ""July 2026"", ""progress"": 75.15, ""expenditure"": 325.09}]",0,0.1682
400162,BLOCK B EXPANSION  [3.5 TO 8.0,NCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,07/2019,07/2019,03/2023,03/2027,998.71,998.71,545.34,51.31,July,2026-07-01,48,0.0,0.0,54.60443972724816,3.294439727248154,84.0,44.0,190.9090909090909,0.44,9.06,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 50.0, ""expenditure"": 518.17}, {""month"": ""May 2026"", ""progress"": 50.39, ""expenditure"": 520.97}, {""month"": ""June 2026"", ""progress"": 51.08, ""expenditure"": 684.46}, {""month"": ""July 2026"", ""progress"": 51.31, ""expenditure"": 545.34}]",0,0.1725
400321,NIGAHI EXPANSION [15 TO 25 MTP,NCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,11/2020,11/2020,03/2025,03/2028,1729.68,1729.68,985.35,53.73,July,2026-07-01,36,0.0,0.0,56.96718468155959,3.23718468155959,68.0,52.0,130.76923076923077,1.66,18.78,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 48.76, ""expenditure"": 929.02}, {""month"": ""May 2026"", ""progress"": 53.73, ""expenditure"": 943.02}, {""month"": ""June 2026"", ""progress"": 53.73, ""expenditure"": 968.37}, {""month"": ""July 2026"", ""progress"": 53.73, ""expenditure"": 985.35}]",0,0.178
613802,KANCHAN OC EXP,SECL - CIL,Ministry of Coal,Coal,Madhya Pradesh,12/2014,12/2014,03/2026,03/2028,371.04,371.04,157.9,58.2,July,2026-07-01,24,0.0,0.0,42.556058645968086,-15.643941354031917,139.0,135.0,102.96296296296296,0.0,3.01,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 58.2, ""expenditure"": 148.87}, {""month"": ""May 2026"", ""progress"": 58.2, ""expenditure"": 149.84}, {""month"": ""June 2026"", ""progress"": 58.2, ""expenditure"": 150.83}, {""month"": ""July 2026"", ""progress"": 58.2, ""expenditure"": 157.9}]",0,0.1833
613803,JHIRIA WEST OCP [1.5 MTY],SECL - CIL,Ministry of Coal,Coal,Madhya Pradesh,01/2024,01/2024,03/2029,-,366.94,366.94,37.19,41.29,July,2026-07-01,0,0.0,0.0,10.1351719627187,-31.1548280372813,30.0,62.0,48.38709677419355,0.0,0.54,0,LOW,"[{""month"": ""April 2026"", ""progress"": 41.29, ""expenditure"": 35.57}, {""month"": ""May 2026"", ""progress"": 41.29, ""expenditure"": 35.82}, {""month"": ""June 2026"", ""progress"": 41.29, ""expenditure"": 36.68}, {""month"": ""July 2026"", ""progress"": 41.29, ""expenditure"": 37.19}]",0,0.1694
613804,RPR TAWA-III UG 0.84 MTY,WCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,12/2021,12/2021,03/2027,-,314.09,314.09,17.9,17.78,July,2026-07-01,0,0.0,0.0,5.699003470342896,-12.080996529657106,55.0,63.0,87.3015873015873,0.0,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 17.78, ""expenditure"": 17.89}, {""month"": ""May 2026"", ""progress"": 17.78, ""expenditure"": 17.89}, {""month"": ""June 2026"", ""progress"": 17.78, ""expenditure"": 17.9}, {""month"": ""July 2026"", ""progress"": 17.78, ""expenditure"": 17.9}]",0,0.1817
615185,AMALGAMATED DHANKASA & JAMUNIA,WCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,09/2022,09/2022,03/2027,-,399.2,399.2,117.2,67.13,July,2026-07-01,0,0.0,0.0,29.358717434869742,-37.77128256513025,46.0,54.0,85.18518518518519,0.0,5.72,0,LOW,"[{""month"": ""April 2026"", ""progress"": 67.13, ""expenditure"": 100.03}, {""month"": ""May 2026"", ""progress"": 67.13, ""expenditure"": 100.6}, {""month"": ""June 2026"", ""progress"": 67.13, ""expenditure"": 117.0}, {""month"": ""July 2026"", ""progress"": 67.13, ""expenditure"": 117.2}]",0,0.171
615187,RPR OF VISHNUPURI UG TO OC,WCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,11/2022,11/2022,03/2029,-,220.62,220.62,0.0,11.2,July,2026-07-01,0,0.0,0.0,0.0,-11.2,44.0,76.0,57.89473684210527,0.0,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 11.2, ""expenditure"": 0.0}, {""month"": ""May 2026"", ""progress"": 11.2, ""expenditure"": 0.0}, {""month"": ""June 2026"", ""progress"": 11.2, ""expenditure"": 0.0}, {""month"": ""July 2026"", ""progress"": 11.2, ""expenditure"": 0.0}]",0,0.1809
615194,URDHAN EXPANSION OC COST PLUS,WCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,07/2022,01/2023,03/2031,-,206.88,206.88,50.69,2.02,July,2026-07-01,0,0.0,0.0,24.502126836813613,22.482126836813613,42.0,98.0,42.85714285714285,0.0,7.79,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 2.02, ""expenditure"": 27.32}, {""month"": ""May 2026"", ""progress"": 2.02, ""expenditure"": 27.32}, {""month"": ""June 2026"", ""progress"": 2.02, ""expenditure"": 50.69}, {""month"": ""July 2026"", ""progress"": 2.02, ""expenditure"": 50.69}]",0,0.1549
615195,SHARDA UG MINE,WCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,07/2022,09/2023,03/2028,-,166.25,166.25,5.93,9.39,July,2026-07-01,0,0.0,0.0,3.5669172932330824,-5.823082706766918,34.0,54.0,62.96296296296296,0.0,0.25,0,LOW,"[{""month"": ""April 2026"", ""progress"": 9.39, ""expenditure"": 5.19}, {""month"": ""May 2026"", ""progress"": 9.39, ""expenditure"": 5.23}, {""month"": ""June 2026"", ""progress"": 9.39, ""expenditure"": 5.93}, {""month"": ""July 2026"", ""progress"": 9.39, ""expenditure"": 5.93}]",0,0.1827
615206,GANDHIGRAM UG MINE,WCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,08/2019,08/2019,03/2026,03/2027,414.15,414.15,28.54,56.88,July,2026-07-01,12,0.0,0.0,6.891222986840518,-49.988777013159485,83.0,79.0,105.0632911392405,0.0,2.14,12,HIGH,"[{""month"": ""April 2026"", ""progress"": 56.88, ""expenditure"": 22.11}, {""month"": ""May 2026"", ""progress"": 56.88, ""expenditure"": 22.11}, {""month"": ""June 2026"", ""progress"": 56.88, ""expenditure"": 22.16}, {""month"": ""July 2026"", ""progress"": 56.88, ""expenditure"": 28.54}]",0,0.1625
619032,JAYANT EXPN. [20 TO 38 MTPA],NCL - CIL,Ministry of Coal,Coal,Madhya Pradesh,02/2025,02/2025,03/2032,-,25560.48,25560.48,333.3,2.1,July,2026-07-01,0,0.0,0.0,1.3039661227019212,-0.7960338772980788,17.0,85.0,20.0,0.26,68.87,0,LOW,"[{""month"": ""April 2026"", ""progress"": 1.32, ""expenditure"": 126.68}, {""month"": ""May 2026"", ""progress"": 1.6, ""expenditure"": 186.68}, {""month"": ""June 2026"", ""progress"": 2.02, ""expenditure"": 256.7}, {""month"": ""July 2026"", ""progress"": 2.1, ""expenditure"": 333.3}]",0,0.1548
619053,RPR FOR RAMPUR BATURA OCP,SECL - CIL,Ministry of Coal,Coal,Madhya Pradesh,05/2025,05/2025,03/2030,-,1604.69,1604.69,75.28,0.3,July,2026-07-01,0,0.0,0.0,4.691248777022353,4.391248777022353,14.0,58.0,24.13793103448276,0.0,0.19,0,LOW,"[{""month"": ""April 2026"", ""progress"": 0.3, ""expenditure"": 74.71}, {""month"": ""May 2026"", ""progress"": 0.3, ""expenditure"": 74.71}, {""month"": ""June 2026"", ""progress"": 0.3, ""expenditure"": 75.23}, {""month"": ""July 2026"", ""progress"": 0.3, ""expenditure"": 75.28}]",0,0.1676
400033,BHATADI EXPANSION OC,WCL - CIL,Ministry of Coal,Coal,Maharashtra,02/2020,05/2022,03/2028,-,580.61,580.61,112.17,34.25,July,2026-07-01,0,0.0,0.0,19.31933655982501,-14.930663440174987,50.0,70.0,71.42857142857143,0.11,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 33.91, ""expenditure"": 112.17}, {""month"": ""May 2026"", ""progress"": 33.91, ""expenditure"": 112.17}, {""month"": ""June 2026"", ""progress"": 33.91, ""expenditure"": 112.17}, {""month"": ""July 2026"", ""progress"": 34.25, ""expenditure"": 112.17}]",0,0.181
400177,AMALGAMATED YEKONA I & YEKONA,WCL - CIL,Ministry of Coal,Coal,Maharashtra,08/2015,08/2015,03/2025,03/2027,727.28,727.28,564.25,80.77,July,2026-07-01,24,0.0,0.0,77.58359916400836,-3.186400835991634,131.0,115.0,113.91304347826087,0.0,0.33,12,HIGH,"[{""month"": ""April 2026"", ""progress"": 80.77, ""expenditure"": 563.25}, {""month"": ""May 2026"", ""progress"": 80.77, ""expenditure"": 563.23}, {""month"": ""June 2026"", ""progress"": 80.77, ""expenditure"": 564.25}, {""month"": ""July 2026"", ""progress"": 80.77, ""expenditure"": 564.25}]",0,0.1868
400178,DINESH[MAKARDHOKRA-III] OC,WCL - CIL,Ministry of Coal,Coal,Maharashtra,02/2020,02/2020,03/2027,-,822.88,822.88,792.0,40.63,July,2026-07-01,0,0.0,0.0,96.2473264631538,55.6173264631538,77.0,85.0,90.58823529411764,0.03,46.44,0,HIGH,"[{""month"": ""April 2026"", ""progress"": 40.54, ""expenditure"": 652.67}, {""month"": ""May 2026"", ""progress"": 40.63, ""expenditure"": 649.83}, {""month"": ""June 2026"", ""progress"": 40.63, ""expenditure"": 791.48}, {""month"": ""July 2026"", ""progress"": 40.63, ""expenditure"": 792.0}]",0,0.0877
400353,DHUPTALA OC [SASTI UG TO OC ],WCL - CIL,Ministry of Coal,Coal,Maharashtra,02/2019,10/2021,03/2028,-,711.01,711.01,174.66,19.02,July,2026-07-01,0,0.0,0.0,24.565055343806694,5.545055343806698,57.0,77.0,74.02597402597402,0.0,0.01,0,LOW,"[{""month"": ""April 2026"", ""progress"": 19.02, ""expenditure"": 174.62}, {""month"": ""May 2026"", ""progress"": 19.02, ""expenditure"": 174.55}, {""month"": ""June 2026"", ""progress"": 19.02, ""expenditure"": 174.66}, {""month"": ""July 2026"", ""progress"": 19.02, ""expenditure"": 174.66}]",0,0.1806
615184,SAONER UG MINE -1 EXPANSION 1.,WCL - CIL,Ministry of Coal,Coal,Maharashtra,01/2022,01/2022,03/2028,-,228.64,228.64,157.01,69.33,July,2026-07-01,0,0.0,0.0,68.67127361791464,-0.6587263820853622,54.0,74.0,72.97297297297297,0.0,2.18,0,LOW,"[{""month"": ""April 2026"", ""progress"": 69.33, ""expenditure"": 150.47}, {""month"": ""May 2026"", ""progress"": 69.33, ""expenditure"": 150.47}, {""month"": ""June 2026"", ""progress"": 69.33, ""expenditure"": 157.02}, {""month"": ""July 2026"", ""progress"": 69.33, ""expenditure"": 157.01}]",0,0.1863
615186,SASTI  EXPANSION OPENCAST,WCL - CIL,Ministry of Coal,Coal,Maharashtra,08/2020,08/2020,03/2026,03/2027,319.04,319.04,155.37,32.21,July,2026-07-01,12,0.0,0.0,48.69922266800401,16.48922266800401,71.0,67.0,105.97014925373134,0.0,14.73,12,HIGH,"[{""month"": ""April 2026"", ""progress"": 32.21, ""expenditure"": 111.17}, {""month"": ""May 2026"", ""progress"": 32.21, ""expenditure"": 111.68}, {""month"": ""June 2026"", ""progress"": 32.21, ""expenditure"": 153.78}, {""month"": ""July 2026"", ""progress"": 32.21, ""expenditure"": 155.37}]",0,0.1642
615188,NEW MAJRI UG TO OC 3 MTY COST,WCL - CIL,Ministry of Coal,Coal,Maharashtra,05/2019,09/2022,03/2027,-,402.27,402.27,67.81,24.17,July,2026-07-01,0,0.0,0.0,16.85683744748552,-7.31316255251448,46.0,54.0,85.18518518518519,0.0,0.23,0,LOW,"[{""month"": ""April 2026"", ""progress"": 24.17, ""expenditure"": 67.11}, {""month"": ""May 2026"", ""progress"": 24.17, ""expenditure"": 67.7}, {""month"": ""June 2026"", ""progress"": 24.17, ""expenditure"": 67.81}, {""month"": ""July 2026"", ""progress"": 24.17, ""expenditure"": 67.81}]",0,0.183
615189,MAKARDHOKRA EXPN OC 4.9 MTY,WCL - CIL,Ministry of Coal,Coal,Maharashtra,06/2022,06/2022,03/2026,03/2027,361.87,361.87,104.17,12.2,July,2026-07-01,12,0.0,0.0,28.78658081631525,16.58658081631525,49.0,45.0,108.88888888888889,0.0,2.51,12,HIGH,"[{""month"": ""April 2026"", ""progress"": 12.2, ""expenditure"": 96.64}, {""month"": ""May 2026"", ""progress"": 12.2, ""expenditure"": 96.8}, {""month"": ""June 2026"", ""progress"": 12.2, ""expenditure"": 104.17}, {""month"": ""July 2026"", ""progress"": 12.2, ""expenditure"": 104.17}]",0,0.1681
615190,SINGHORI DEEP OC MIN 2.0 MTY,WCL - CIL,Ministry of Coal,Coal,Maharashtra,05/2022,05/2022,03/2029,-,335.75,335.75,53.94,9.64,July,2026-07-01,0,0.0,0.0,16.065524944154877,6.425524944154876,50.0,82.0,60.97560975609756,0.02,1.4,0,LOW,"[{""month"": ""April 2026"", ""progress"": 9.57, ""expenditure"": 49.75}, {""month"": ""May 2026"", ""progress"": 9.57, ""expenditure"": 50.3}, {""month"": ""June 2026"", ""progress"": 9.64, ""expenditure"": 53.34}, {""month"": ""July 2026"", ""progress"": 9.64, ""expenditure"": 53.94}]",0,0.1799
615192,GOKUL EXTENSION OC MINE,WCL - CIL,Ministry of Coal,Coal,Maharashtra,04/2021,04/2021,03/2026,03/2027,309.58,309.58,62.31,8.44,July,2026-07-01,12,0.0,0.0,20.127269203436917,11.687269203436914,63.0,59.0,106.77966101694916,0.0,1.62,12,HIGH,"[{""month"": ""April 2026"", ""progress"": 8.44, ""expenditure"": 57.46}, {""month"": ""May 2026"", ""progress"": 8.44, ""expenditure"": 58.08}, {""month"": ""June 2026"", ""progress"": 8.44, ""expenditure"": 62.31}, {""month"": ""July 2026"", ""progress"": 8.44, ""expenditure"": 62.31}]",0,0.1762
615199,KOLGAON EXPANSION DEEP OC MINE,WCL - CIL,Ministry of Coal,Coal,Maharashtra,01/2023,09/2023,03/2027,-,198.71,198.71,25.08,3.93,July,2026-07-01,0,0.0,0.0,12.621408082129737,8.691408082129735,34.0,42.0,80.95238095238095,0.37,0.51,0,LOW,"[{""month"": ""April 2026"", ""progress"": 2.82, ""expenditure"": 23.54}, {""month"": ""May 2026"", ""progress"": 2.82, ""expenditure"": 23.25}, {""month"": ""June 2026"", ""progress"": 2.82, ""expenditure"": 25.08}, {""month"": ""July 2026"", ""progress"": 3.93, ""expenditure"": 25.08}]",0,0.1774
615330,BALLARPUR NORTH WEST OC MINE,WCL - CIL,Ministry of Coal,Coal,Maharashtra,12/2022,12/2022,03/2029,-,360.81,360.81,26.97,5.35,July,2026-07-01,0,0.0,0.0,7.474848258085973,2.124848258085973,43.0,75.0,57.333333333333336,0.06,7.71,0,LOW,"[{""month"": ""April 2026"", ""progress"": 5.17, ""expenditure"": 3.84}, {""month"": ""May 2026"", ""progress"": 5.17, ""expenditure"": 21.24}, {""month"": ""June 2026"", ""progress"": 5.35, ""expenditure"": 26.97}, {""month"": ""July 2026"", ""progress"": 5.35, ""expenditure"": 26.97}]",0,0.1814
615331,GADEGAON OC 3 MTY,WCL - CIL,Ministry of Coal,Coal,Maharashtra,10/2023,10/2023,03/2030,-,497.41,497.41,95.69,2.19,July,2026-07-01,0,0.0,0.0,19.23765103234756,17.047651032347556,33.0,77.0,42.85714285714285,0.0,22.71,0,MEDIUM,"[{""month"": ""April 2026"", ""progress"": 2.19, ""expenditure"": 27.55}, {""month"": ""May 2026"", ""progress"": 2.19, ""expenditure"": 44.26}, {""month"": ""June 2026"", ""progress"": 2.19, ""expenditure"": 86.72}, {""month"": ""July 2026"", ""progress"": 2.19, ""expenditure"": 95.69}]",0,0.1631
615914,GHONSA EXPANSION DEEP OC MINE,WCL - CIL,Ministry of Coal,Coal,Maharashtra,03/2021,04/2021,03/2029,-,184.71,184.71,15.72,12.98,July,2026-07-01,0,0.0,0.0,8.51063829787234,-4.46936170212766,63.0,95.0,66.3157894736842,0.05,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 12.83, ""expenditure"": 15.72}, {""month"": ""May 2026"", ""progress"": 12.87, ""expenditure"": 15.72}, {""month"": ""June 2026"", ""progress"": 12.98, ""expenditure"": 15.72}, {""month"": ""July 2026"", ""progress"": 12.98, ""expenditure"": 15.72}]",0,0.1813
615916,AMLG GAURI PAUNI EXPANSION OC,WCL - CIL,Ministry of Coal,Coal,Maharashtra,04/2024,04/2024,03/2030,-,1225.21,1225.21,92.02,4.21,July,2026-07-01,0,0.0,0.0,7.510549211971824,3.3005492119718243,27.0,71.0,38.0281690140845,0.0,1.05,0,LOW,"[{""month"": ""April 2026"", ""progress"": 4.21, ""expenditure"": 88.88}, {""month"": ""May 2026"", ""progress"": 4.21, ""expenditure"": 88.81}, {""month"": ""June 2026"", ""progress"": 4.21, ""expenditure"": 91.83}, {""month"": ""July 2026"", ""progress"": 4.21, ""expenditure"": 92.02}]",0,0.1769
615917,GAURIDEEP/GAURI CENTRAL OCP 7.,WCL - CIL,Ministry of Coal,Coal,Maharashtra,08/2023,06/2024,03/2030,-,973.07,973.07,1.55,2.31,July,2026-07-01,0,0.0,0.0,0.1592896708356027,-2.150710329164397,25.0,69.0,36.231884057971016,0.0,0.0,0,LOW,"[{""month"": ""April 2026"", ""progress"": 2.31, ""expenditure"": 1.55}, {""month"": ""May 2026"", ""progress"": 2.31, ""expenditure"": 1.55}, {""month"": ""June 2026"", ""progress"": 2.31, ""expenditure"": 1.55}, {""month"": ""July 2026"", ""progress"": 2.31, ""expenditure"": 1.55}]",0,0.181
615918,RPR OF BHANEGAON OC,WCL - CIL,Ministry of Coal,Coal,Maharashtra,02/2017,09/2022,03/2028,-,405.2,405.2,43.16,16.06,July,2026-07-01,0,0.0,0.0,10.651530108588352,-5.408469891411647,46.0,66.0,69.6969696969697,0.04,2.71,0,LOW,"[{""month"": ""April 2026"", ""progress"": 15.95, ""expenditure"": 35.03}, {""month"": ""May 2026"", ""progress"": 15.97, ""expenditure"": 36.19}, {""month"": ""June 2026"", ""progress"": 16.06, ""expenditure"": 43.1}, {""month"": ""July 2026"", ""progress"": 16.06, ""expenditure"": 43.16}]",0,0.1834
615919,N. EXTN. MUNGOLI NIRGUDA D OCP,WCL - CIL,Ministry of Coal,Coal,Maharashtra,06/2024,06/2024,03/2029,-,1024.91,1024.91,218.26,27.92,July,2026-07-01,0,0.0,0.0,21.295528387858443,-6.624471612141559,25.0,57.0,43.85964912280701,0.0,0.42,0,LOW,"[{""month"": ""April 2026"", ""progress"": 27.92, ""expenditure"": 217.01}, {""month"": ""May 2026"", ""progress"": 27.92, ""expenditure"": 217.35}, {""month"": ""June 2026"", ""progress"": 27.92, ""expenditure"": 218.36}, {""month"": ""July 2026"", ""progress"": 27.92, ""expenditure"": 218.26}]",0,0.183
